Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,Discount Type,Discount
knorr Blazin hot,karyana,N/A,N/A,unit,5,knorr,N/A,1/1/2027,135,N/A,N/A,N/A,150,19,8961014034981,Fixed,0
